,Unnamed: 0,route_id,status,cloudiness,precipitation,precipitation_deposits,wind_intensity,sun_azimuth_angle,sun_altitude_angle,fog_density,fog_distance,fog_falloff,wetness,collisions_layout,collisions_pedestrian,collisions_vehicle,outside_route_lanes,red_light,route_dev,route_timeout,stop_infraction,vehicle_blocked,duration_game,duration_system,route_length,score_composed,score_penalty,score_route,ego_vehicle,infraction
122,7,RouteScenario_7,Failed - Agent timed out,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,560.050008345395,4231.81624317169,141.42135623731,92.6495674450771,1.0,92.6495674450771,vehicle.bmw.isetta,False
123,8,RouteScenario_8,Failed - Agent timed out,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,560.050008345395,4228.36625361443,141.42135623731,92.6495674450771,1.0,92.6495674450771,vehicle.bmw.isetta,False
124,9,RouteScenario_9,Completed,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,196.850002933294,1644.58252906799,141.421361632106,100.0,1.0,100.0,vehicle.bmw.isetta,False
125,10,RouteScenario_10,Completed,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,590.800008803606,4764.58834624291,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
126,11,RouteScenario_11,Completed,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,180.250002685934,1540.5934612751,141.421353539911,100.0,1.0,100.0,vehicle.bmw.isetta,False
127,12,RouteScenario_12,Completed,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,362.150005396456,3019.28145956993,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
128,13,RouteScenario_13,Completed,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,354.850005287677,2944.64728283882,141.42135488861,100.0,1.0,100.0,vehicle.bmw.isetta,False
129,14,RouteScenario_14,Failed - Agent timed out,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,602.050008971244,5132.12774181366,141.42135488861,84.0299995237407,1.0,84.0299995237407,vehicle.bmw.isetta,False
130,15,RouteScenario_15,Failed - Agent timed out,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,182.050002712756,1591.56925058365,141.42135623731,98.8131881633164,1.0,98.8131881633164,vehicle.bmw.isetta,False
131,16,RouteScenario_16,Completed,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,239.100003562868,1927.94031023979,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
132,17,RouteScenario_17,Completed,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,185.750002767891,1601.38386034966,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
133,18,RouteScenario_18,Completed,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,254.700003795326,2084.42743468285,141.421355900135,100.0,1.0,100.0,vehicle.bmw.isetta,False
134,19,RouteScenario_19,Completed,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,708.100010551512,5734.29643011093,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
135,20,RouteScenario_20,Completed,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,216.750003229827,1819.30911612511,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
136,21,RouteScenario_21,Completed,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,325.400004848838,2601.6213965416,141.42135488861,100.0,1.0,100.0,vehicle.bmw.isetta,False
137,22,RouteScenario_22,Completed,15,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,461.550006877631,3758.16454982758,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
138,0,RouteScenario_0,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,230.600003436208,1865.18493175507,141.421350842513,100.0,1.0,100.0,vehicle.bmw.isetta,False
139,1,RouteScenario_1,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,181.350002702326,1414.00112462044,141.421356574484,100.0,1.0,100.0,vehicle.bmw.isetta,False
140,2,RouteScenario_2,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,226.700003378093,1791.69380307198,141.421356574484,100.0,1.0,100.0,vehicle.bmw.isetta,False
141,3,RouteScenario_3,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,142.1500021182,1196.66863560677,141.421350842513,100.0,1.0,100.0,vehicle.bmw.isetta,False
142,4,RouteScenario_4,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,181.850002709776,1377.05012345314,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
143,5,RouteScenario_5,Failed - Agent timed out,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,892.050013292581,7111.91956448555,141.42135623731,62.5663507811097,1.0,62.5663507811097,vehicle.bmw.isetta,False
144,6,RouteScenario_6,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,181.850002709776,1366.80141282082,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
145,7,RouteScenario_7,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,270.500004030764,2142.47816991806,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
146,8,RouteScenario_8,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,313.700004674494,2490.84674930572,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
147,9,RouteScenario_9,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,151.250002253801,1290.96025943756,141.421361632106,100.0,1.0,100.0,vehicle.bmw.isetta,False
148,10,RouteScenario_10,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,371.550005536526,3122.75140714645,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
149,11,RouteScenario_11,Failed - Agent timed out,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,234.050003487617,2089.88874983788,141.421353539911,72.5905225489817,1.0,72.5905225489817,vehicle.bmw.isetta,False
150,12,RouteScenario_12,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,327.550004880875,2738.69727110863,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
151,13,RouteScenario_13,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,543.000008091331,4492.09693479538,141.42135488861,100.0,1.0,100.0,vehicle.bmw.isetta,False
152,14,RouteScenario_14,Failed - Agent timed out,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,602.050008971244,5156.06462430954,141.42135488861,91.7866563639519,1.0,91.7866563639519,vehicle.bmw.isetta,False
153,15,RouteScenario_15,Failed - Agent timed out,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,182.050002712756,1609.32361340523,141.42135623731,98.8131881633164,1.0,98.8131881633164,vehicle.bmw.isetta,False
154,16,RouteScenario_16,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,244.500003643334,1991.87024259567,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
155,17,RouteScenario_17,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,184.600002750754,1623.2503247261,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
156,18,RouteScenario_18,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,254.600003793836,2102.99765920639,141.421355900135,100.0,1.0,100.0,vehicle.bmw.isetta,False
157,19,RouteScenario_19,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,747.400011137128,6028.82328557968,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
158,20,RouteScenario_20,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,305.95000455901,2564.0037727356,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
159,21,RouteScenario_21,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,292.450004357845,2365.54320025444,141.42135488861,100.0,1.0,100.0,vehicle.bmw.isetta,False
160,22,RouteScenario_22,Completed,20,0,50,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,656.050009775907,5375.88349270821,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
161,0,RouteScenario_0,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,185.55000276491,1638.05793881416,141.421350842513,100.0,1.0,100.0,vehicle.bmw.isetta,False
162,1,RouteScenario_1,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,140.150002088398,1227.42055153847,141.421356574484,100.0,1.0,100.0,vehicle.bmw.isetta,False
163,2,RouteScenario_2,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,140.150002088398,1226.60828971863,141.421356574484,100.0,1.0,100.0,vehicle.bmw.isetta,False
164,3,RouteScenario_3,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,225.250003356487,2128.26391983032,141.421350842513,100.0,1.0,100.0,vehicle.bmw.isetta,False
165,4,RouteScenario_4,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,140.050002086908,1167.29144430161,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
166,5,RouteScenario_5,Failed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,132.000001966953,1136.14928650856,141.42135623731,12.6394061402816,0.6,21.0656769004693,vehicle.bmw.isetta,collisions_vehicle
167,6,RouteScenario_6,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,140.050002086908,1169.71095895767,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
168,7,RouteScenario_7,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,308.300004594028,2710.23057222366,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
169,8,RouteScenario_8,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,297.55000443384,2595.08951020241,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
170,9,RouteScenario_9,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,106.100001581013,1058.31257486343,141.421361632106,100.0,1.0,100.0,vehicle.bmw.isetta,False
171,10,RouteScenario_10,Failed - Agent timed out,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,611.050009105355,5571.80723357201,141.42135623731,97.9487026029004,1.0,97.9487026029004,vehicle.bmw.isetta,False
172,11,RouteScenario_11,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,142.850002128631,1400.95425963402,141.421353539911,100.0,1.0,100.0,vehicle.bmw.isetta,False
173,12,RouteScenario_12,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,295.950004409999,2835.61368370056,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
174,13,RouteScenario_13,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,593.100008837879,5777.39788913727,141.42135488861,100.0,1.0,100.0,vehicle.bmw.isetta,False
175,14,RouteScenario_14,Failed - Agent timed out,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,602.050008971244,5620.94305038452,141.42135488861,97.651436166543,1.0,97.651436166543,vehicle.bmw.isetta,False
176,15,RouteScenario_15,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,144.150002148002,1416.7532556057,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
177,16,RouteScenario_16,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,202.35000301525,1879.54096245766,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
178,17,RouteScenario_17,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,179.650002676994,1745.53905415535,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
179,18,RouteScenario_18,Failed - Agent timed out,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,343.050005111843,3054.56596541405,141.421355900135,86.6766055721185,1.0,86.6766055721185,vehicle.bmw.isetta,False
180,19,RouteScenario_19,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,618.200009211898,5568.55684781074,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
181,20,RouteScenario_20,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,253.250003773719,2435.68302559853,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
182,21,RouteScenario_21,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,267.900003992021,2502.84884285927,141.42135488861,100.0,1.0,100.0,vehicle.bmw.isetta,False
183,22,RouteScenario_22,Completed,80,30,50,0.400000005960465,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,611.70000911504,5601.74489164352,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
184,0,RouteScenario_0,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,226.100003369153,1856.59201741219,141.421350842513,100.0,1.0,100.0,vehicle.bmw.isetta,False
185,1,RouteScenario_1,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,139.950002085418,1107.61154747009,141.421356574484,100.0,1.0,100.0,vehicle.bmw.isetta,False
186,2,RouteScenario_2,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,139.950002085418,1090.69139695168,141.421356574484,100.0,1.0,100.0,vehicle.bmw.isetta,False
187,3,RouteScenario_3,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,223.750003334135,1831.93049478531,141.421350842513,100.0,1.0,100.0,vehicle.bmw.isetta,False
188,4,RouteScenario_4,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,135.850002024323,1062.54530501366,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
189,5,RouteScenario_5,Failed - Agent timed out,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,892.050013292581,7235.76199626923,141.42135623731,61.8455006134532,1.0,61.8455006134532,vehicle.bmw.isetta,False
190,6,RouteScenario_6,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,135.400002017617,1034.52840614319,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
191,7,RouteScenario_7,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,219.65000327304,1748.0657749176,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
192,8,RouteScenario_8,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,224.050003338605,1799.58020377159,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
193,9,RouteScenario_9,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,156.650002334267,1331.14219450951,141.421361632106,100.0,1.0,100.0,vehicle.bmw.isetta,False
194,10,RouteScenario_10,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,539.500008039177,4541.59352946281,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
195,11,RouteScenario_11,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,180.70000269264,1553.3298265934,141.421353539911,100.0,1.0,100.0,vehicle.bmw.isetta,False
196,12,RouteScenario_12,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,374.75000558421,3124.22392940521,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
197,13,RouteScenario_13,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,415.400006189942,3488.49007177353,141.42135488861,100.0,1.0,100.0,vehicle.bmw.isetta,False
198,14,RouteScenario_14,Failed - Agent timed out,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,602.050008971244,5010.30942153931,141.42135488861,93.5029748068295,1.0,93.5029748068295,vehicle.bmw.isetta,False
199,15,RouteScenario_15,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,181.850002709776,1615.80035281181,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
200,16,RouteScenario_16,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,329.850004915148,2656.10251355171,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
201,17,RouteScenario_17,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,224.900003351271,1946.61930918694,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
202,18,RouteScenario_18,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,307.950004588813,2515.27866625786,141.421355900135,100.0,1.0,100.0,vehicle.bmw.isetta,False
203,19,RouteScenario_19,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,503.050007496029,4078.83943557739,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
204,20,RouteScenario_20,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,256.250003818423,2185.08074307442,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
205,21,RouteScenario_21,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,313.900004677475,2568.31174302101,141.42135488861,100.0,1.0,100.0,vehicle.bmw.isetta,False
206,22,RouteScenario_22,Completed,80,0,0,0.349999994039536,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,428.650006387383,3492.86184501648,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
207,0,RouteScenario_0,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,362.00000539422,3354.66300177574,141.421350842513,100.0,1.0,100.0,vehicle.bmw.isetta,False
208,1,RouteScenario_1,Failed - Agent timed out,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,319.050004754216,3088.79444861412,141.421356574484,68.5339780731148,1.0,68.5339780731148,vehicle.bmw.isetta,False
209,2,RouteScenario_2,Failed - Agent timed out,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,319.050004754216,3074.00258040428,141.421356574484,68.8380991486648,1.0,68.8380991486648,vehicle.bmw.isetta,False
210,3,RouteScenario_3,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,224.10000333935,2291.73135733604,141.421350842513,100.0,1.0,100.0,vehicle.bmw.isetta,False
211,4,RouteScenario_4,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,136.700002036989,1254.32289958,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
212,5,RouteScenario_5,Failed - Agent timed out,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,892.050013292581,8059.95634841919,141.42135623731,58.8999270833373,1.0,58.8999270833373,vehicle.bmw.isetta,False
213,6,RouteScenario_6,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,136.700002036989,1148.04249787331,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
214,7,RouteScenario_7,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,222.750003319234,1988.10541772842,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
215,8,RouteScenario_8,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,230.350003432482,2051.16053104401,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
216,9,RouteScenario_9,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,150.35000224039,1506.44400453568,141.421361632106,100.0,1.0,100.0,vehicle.bmw.isetta,False
217,10,RouteScenario_10,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,310.600004628301,2912.10376763344,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
218,11,RouteScenario_11,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,180.60000269115,1724.60199737549,141.421353539911,100.0,1.0,100.0,vehicle.bmw.isetta,False
219,12,RouteScenario_12,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,365.450005445629,3433.83754134178,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
220,13,RouteScenario_13,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,501.250007469207,4765.8554713726,141.42135488861,100.0,1.0,100.0,vehicle.bmw.isetta,False
221,14,RouteScenario_14,Failed - Agent timed out,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,602.050008971244,5971.91327810288,141.42135488861,92.2777513387858,1.0,92.2777513387858,vehicle.bmw.isetta,False
222,15,RouteScenario_15,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,141.600002110004,1404.12341475487,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
223,16,RouteScenario_16,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,247.400003686547,2223.50943565369,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
224,17,RouteScenario_17,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,185.200002759695,1824.44941782951,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
225,18,RouteScenario_18,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,214.000003188848,2035.48666524887,141.421355900135,100.0,1.0,100.0,vehicle.bmw.isetta,False
226,19,RouteScenario_19,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,384.250005725771,3451.5333981514,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
227,20,RouteScenario_20,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,257.400003835559,2492.07596683502,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
228,21,RouteScenario_21,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,288.35000429675,2679.683208704,141.42135488861,100.0,1.0,100.0,vehicle.bmw.isetta,False
229,22,RouteScenario_22,Completed,90,15,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,484.700007222593,4404.34102940559,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
230,0,RouteScenario_0,Completed,15,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,226.050003368407,2019.45516443253,141.421350842513,100.0,1.0,100.0,vehicle.bmw.isetta,False
231,1,RouteScenario_1,Completed,15,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,91.4000013619661,778.913740634918,141.421356574484,100.0,1.0,100.0,vehicle.bmw.isetta,False
232,2,RouteScenario_2,Completed,15,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,91.300001360476,780.857871055603,141.421356574484,100.0,1.0,100.0,vehicle.bmw.isetta,False
233,3,RouteScenario_3,Completed,15,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,270.500004030764,2484.5247502327,141.421350842513,100.0,1.0,100.0,vehicle.bmw.isetta,False
234,4,RouteScenario_4,Completed,15,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,95.9500014297664,782.289919614792,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
235,5,RouteScenario_5,Failed - Agent timed out,15,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,892.050013292581,7980.60925865173,141.42135623731,56.6472703094108,1.0,56.6472703094108,vehicle.bmw.isetta,False
236,6,RouteScenario_6,Completed,15,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,95.9500014297664,774.622920513153,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
237,7,RouteScenario_7,Completed,15,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,211.650003153831,1866.27864789963,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
238,8,RouteScenario_8,Completed,15,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,211.650003153831,1896.14106893539,141.42135623731,100.0,1.0,100.0,vehicle.bmw.isetta,False
239,9,RouteScenario_9,Completed,15,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,112.700001679361,1120.05237030983,141.421361632106,100.0,1.0,100.0,vehicle.bmw.isetta,False
240,10,RouteScenario_10,Failed - Agent timed out,15,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,611.050009105355,5505.41064500809,141.42135623731,97.9487026029004,1.0,97.9487026029004,vehicle.bmw.isetta,False
241,11,RouteScenario_11,Completed,15,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,181.00000269711,1710.43369936943,141.421353539911,100.0,1.0,100.0,vehicle.bmw.isetta,False
242,12,RouteScenario_12,Completed,15,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,323.000004813075,3019.15780115128,141.421357586009,100.0,1.0,100.0,vehicle.bmw.isetta,False
243,13,RouteScenario_13,Failed - Agent timed out,15,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,618.050009209663,5759.18028903007,141.42135488861,98.8859682889246,1.0,98.8859682889246,vehicle.bmw.isetta,False
